22,25,30
842.3599521,842.3599521,842.3599521
542.7757904,542.7757904,987.2904463
4036.578634,4115.455935,4155.905832
978.8680634,978.8680634,978.8680634
24380.62184,24380.62184,24932.51845
0,0,0
0,0,361.2734377
3204.99746,3204.99746,3204.99746
12380.90294,12380.90294,12764.58928
488.161316,488.161316,514.8321954
18282.7362,19086.38077,22899.65996
2264.685194,2264.685194,2264.685194
0,0,0
0,0,0
0,0,0
13527.90984,13527.90984,13527.90984
8907.943626,8907.943626,8907.943626
3596.582118,3661.153721,4503.392016
334.0878572,334.0878572,334.0878572
3087.322733,3087.322733,4259.71844
0,0,0
4065.914729,4065.914729,4403.343465
0,0,0
1634.840681,1670.046241,4977.18849
0,0,0
424.0669818,424.0669818,424.0669818
0,0,0
0,0,0
